v1,v2
ham,aight well head out in a few
ham,then wat r u doing now busy wif work
ham,i know you mood off today
ham,jay told me already will do
ham,cps is causing the outages to conserve energy
ham,im not sure i was just checking out what was happening around the area
ham,hey morning what you come to ask pa
ham,jordan got voted out last nite
ham,that means you got an a in epi shes fine shes here now
ham,i have no idea where you are
ham,pls come quick cant bare this
ham,joys father is john then john is the  of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
ham,call me i m unable to cal lets meet bhaskar and deep
ham,no ill meet you in the library
ham,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure
ham,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting
ham,ok c  then
ham,i enjoy watching and playing football and basketball anything outdoors and you
ham,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold  ltgt  or any bb
ham,sorry sent blank msg again yup but trying 2 do some serious studying now
ham,hey check it da i have listed da
spam,8007 25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity 
ham,i meant as an apology from me for texting you to get me drugs at  ltgt at night
ham,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
ham,goin to workout lor muz lose e fats 
ham,damn poor zac doesnt stand a chance
ham,no messageno responcewhat happend
ham,i want to tel u one thing u should not mistake me k this is the message that you sent
ham,yeah right ill bring my tape measure fri
ham,still chance there if you search hard you will get itlet have a try 
ham,meeting u is my work   tel me when shall i do my work tomorrow
ham,should i head straight there or what
spam,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to 84199 optout txt eng stop box39822 w111wx 150
ham,thank you princess you are so sexy
ham,oooh i got plenty of those
ham,hui xin is in da lib
ham,its a big difference  ltgt  versus  ltgt  every  ltgt hrs
ham,its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life
ham,me 2 babe i feel the same lets just 4get about itboth try cheer upnot fit soo muchxxlove u locaxx
ham,you know what hook up means right
spam,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to reschedule ref9307622
ham,wats da model num of ur phone
ham,hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,you can stop further club tones by replying stop mix see mytonecomenjoy html for terms club tones cost gbp450week mfl
ham,my house here e sky quite dark liao if raining then got excuse not 2 run already rite hee
ham,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
ham, thought i didnt see you
spam,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 nownyt ec2a 3lp 150msg
ham,carlos says we can pick up from him later so yeah were set
ham,hey babe my friend had to cancel still up for a visit 
ham,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune
ham,hmm ill have to think about it ok youre forgiven d
ham,we are hoping to get away by 7 from langport you still up for town tonight
ham,want to send me a virtual hug i need one
ham,probably not still going over some stuff here
ham,it has issues right now ill fix for her by tomorrow
ham,why i come in between you people
ham,senthil group company apnt 5pm
ham,oh really did you make it on air whats your talent
ham,studying but ill be free next weekend
ham,r u here yet im wearing blue shirt n black pants
ham,waiti will come out ltgt  min
ham,i will reach ur home in  ltgt  minutes
ham,well then you have a great weekend
ham,what are you doing in langport sorry but ill probably be in bed by 9pm it sucks being ill at xmas when do you and go2sri lanka 
ham,frnd s not juz a wordnot merely a relationshipits a silent promise which says   i will be with you  wherevr whenevr forevr gudnyt dear
ham,huh 6 also cannot then only how many mistakes
ham,ha u jus ate honey ar so sweet
ham,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u
ham,honey  sweetheart  darling  sexy buns  sugar plum  loverboy  i miss you boytoy  smacks your ass did you go to the gym too 
ham,thanks for loving me so you rock
ham,yeah imma come over cause jay wants to do some drugs
ham,ok thanx take care then
ham,yup thk of u oso boring wat
ham, came to look at the flat seems ok in his 50s  is away alot wiv work got woman coming at 630 too
ham,moji just informed me that you saved our lives thanks
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
ham,whos this am in class
ham,hey r  still online ive finished the formatting
ham,great so what attracts you to the brothas
spam,promotion number 8714714  ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039  skilgme tscs087147403231winawkage16 150perwksub
ham,stupidits not possible
ham,i cant pick the phone right now pls send a message
ham,lol what happens in vegas stays in vegas
ham,hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldnt make ur bday 2 hun
ham,when did i use soc i use it only at home  dunno how 2 type it in word ar
ham,dad says hurry the hell up
ham,wake me up at  ltgt  am morning
ham,i get out of class in bsn in like  ltgt  minutes you know where advising is
ham,great i shoot big loads so get ready
ham,ill meet you in the lobby
ham,you still coming tonight
ham,what happen dear tell me
ham,sir i am waiting for your call once free please call me
ham,no i am not having not any movies in my laptop
ham,i was about to do it when i texted i finished a long time ago and showered and erything
ham,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx
ham,hello as per request from  ltgt  rs5 has been transfered to you
ham,i am in tirupur  call you da
spam,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087147123779am7pm cost 10p
ham,sbut he had some luck2 catches put down
ham,how i noe did  specify da domain as nusstu  still in sch
ham,ohi asked for fun hahatake care 
ham,shall i get my pouch
ham,hey loverboy i love you  i had to tell  i look at your picture and ache to feel you between my legs  fuck i want you  i need you  i crave you 
ham,how is my boy no sweet words left for me this morning  sighs  how goes you day my love  did you start your studying
ham,kent vale lor  wait 4 me there ar
ham,ok very good its all about making that money
ham,reading gud habit nan bari hudgi yorge pataistha ertini kano
ham,aight do you still want to get money
spam,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
